IonFam	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	39	40	43	44	45	46	48	49	51	54	55	56	57	60	61	66	68	70	72	78	82	84	90	108	118	157	166	173	180	183	189	190	197	199	201	208	232	240	254	285	305	316	346	376	398	415	429	455	471	639	1092	1418	1600
EPIT	0.161764705882353	0.632352941176471	0.161764705882353	0.0147058823529412	0	0	0	0.0147058823529412	0	0.0147058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCN	0.0188679245283019	0.00628930817610063	0.00314465408805031	0.0157232704402516	0.0157232704402516	0.0345911949685535	0.0125786163522013	0.050314465408805	0.0723270440251572	0.154088050314465	0.163522012578616	0.220125786163522	0.0251572327044025	0.0220125786163522	0.00943396226415094	0.00628930817610063	0.0125786163522013	0.00628930817610063	0.00628930817610063	0.0157232704402516	0.00628930817610063	0.0157232704402516	0.00314465408805031	0.00314465408805031	0.00943396226415094	0.00314465408805031	0.00314465408805031	0.00314465408805031	0	0.00314465408805031	0.00314465408805031	0	0.00628930817610063	0	0.00314465408805031	0	0	0	0.00628930817610063	0.00314465408805031	0.00314465408805031	0.00314465408805031	0	0	0	0.00314465408805031	0.00314465408805031	0	0	0	0.00314465408805031	0.00314465408805031	0	0	0	0.00628930817610063	0	0.00314465408805031	0	0.00314465408805031	0	0.00314465408805031	0	0	0	0	0	0	0	0.00314465408805031	0.00314465408805031	0.00314465408805031	0.00314465408805031	0	0	0	0	0	0	0	0.00314465408805031	0.00314465408805031	0	0.00314465408805031	0	0	0	0	0	0	0
SCNB	0.0985915492957746	0.549295774647887	0.309859154929577	0.028169014084507	0.0140845070422535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNG	0.05	0	0.05	0.075	0.05	0.35	0.275	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHAKER	0.25531914893617	0.0106382978723404	0	0.117021276595745	0.276595744680851	0.276595744680851	0.0531914893617021	0	0	0.0106382978723404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPP	0.0479041916167665	0.0179640718562874	0.0179640718562874	0.0119760479041916	0.0538922155688623	0.125748502994012	0.179640718562874	0.0718562874251497	0.0119760479041916	0.029940119760479	0.0598802395209581	0.239520958083832	0.0359281437125748	0.0898203592814371	0	0.00598802395209581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CICH	0.98936170212766	0.0106382978723404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNK	0	0.0212765957446809	0.00911854103343465	0.0364741641337386	0.127659574468085	0.310030395136778	0.361702127659574	0.0060790273556231	0.0121580547112462	0.027355623100304	0.0303951367781155	0.00303951367781155	0	0	0.00303951367781155	0	0.0060790273556231	0.0060790273556231	0	0.00911854103343465	0	0	0.00303951367781155	0.00303951367781155	0	0.00303951367781155	0.00303951367781155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303951367781155	0.00303951367781155	0	0	0	0	0	0.00303951367781155	0	0	0	0	0	0	0	0	0	0	0	0	0.00303951367781155	0	0	0	0	0.00303951367781155	0	0	0	0	0	0	0	0	0	0	0	0.00303951367781155	0	0	0	0	0	0	0	0	0	0	0
SHAW	0.0769230769230769	0	0.0153846153846154	0.0615384615384615	0.292307692307692	0.153846153846154	0.338461538461538	0	0.0307692307692308	0	0	0	0	0	0	0	0.0153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153846153846154	0	0
